fish.id,year,site,lat,long,fish.spc,length_mm,length,para.spc,par.type,lifecycle,nhosts,count,sfish_density,temp_na_rm,ord1raw,ord2raw,ord1,ord2
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,nem_unkn_all_sole,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,trem_sp1_pv,trematode,complex,3,2,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,trem_sp3_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,capillaria_parophrysi_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,contracaecum_sp_all,nematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,spirurid_sp1_pv,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,cucullanus_annulatus_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,clavinema_mariae_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,cyst_os_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,cope_chalimis_pv,copepod,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,acanth_corn_pv,acanthocephalan,complex,2,5,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,oceanobdella_pallida_all,leech,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_01,1930,48.54748 -122.9941,48.54748,-122.9941,sole,122,-1.027026228,metacercaria_sp_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,nem_unkn_all_sole,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,trem_sp1_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,trem_sp3_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,capillaria_parophrysi_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,contracaecum_sp_all,nematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,spirurid_sp1_pv,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,cucullanus_annulatus_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,clavinema_mariae_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,cyst_os_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,cope_chalimis_pv,copepod,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,acanth_corn_pv,acanthocephalan,complex,2,1,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,oceanobdella_pallida_all,leech,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 1177_02,1930,48.54748 -122.9941,48.54748,-122.9941,sole,109,-1.336795526,metacercaria_sp_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,nem_unkn_all_sole,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,trem_sp1_pv,trematode,complex,3,1,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,trem_sp3_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,capillaria_parophrysi_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,contracaecum_sp_all,nematode,complex,3,1,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,spirurid_sp1_pv,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,cucullanus_annulatus_all,nematode,complex,2,1,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,clavinema_mariae_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,cyst_os_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,cope_chalimis_pv,copepod,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,acanth_corn_pv,acanthocephalan,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,oceanobdella_pallida_all,leech,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_02,1930,47.58291 -122.4509,47.58291,-122.4509,sole,112,-1.265310303,metacercaria_sp_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,nem_unkn_all_sole,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,trem_sp1_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,trem_sp3_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,capillaria_parophrysi_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,contracaecum_sp_all,nematode,complex,3,10,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,spirurid_sp1_pv,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,cucullanus_annulatus_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,clavinema_mariae_all,nematode,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,cyst_os_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,cope_chalimis_pv,copepod,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,acanth_corn_pv,acanthocephalan,complex,2,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,oceanobdella_pallida_all,leech,direct,1,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 789_01,1930,47.58291 -122.4509,47.58291,-122.4509,sole,123,-1.00319782,metacercaria_sp_pv,trematode,complex,3,0,NA,8.876666667,0.361701801,-0.766735397,0.597554804,-0.773948693
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,nem_unkn_all_sole,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,trem_sp1_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,trem_sp3_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,capillaria_parophrysi_all,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,contracaecum_sp_all,nematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,spirurid_sp1_pv,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,cucullanus_annulatus_all,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,clavinema_mariae_all,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,cyst_os_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,cope_chalimis_pv,copepod,direct,1,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,acanth_corn_pv,acanthocephalan,complex,2,1,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,oceanobdella_pallida_all,leech,direct,1,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_02,1932,48.54748 -122.9941,48.54748,-122.9941,sole,126,-0.931712597,metacercaria_sp_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,nem_unkn_all_sole,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,trem_sp1_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,trem_sp3_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,capillaria_parophrysi_all,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,contracaecum_sp_all,nematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,spirurid_sp1_pv,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,cucullanus_annulatus_all,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,clavinema_mariae_all,nematode,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,cyst_os_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,cope_chalimis_pv,copepod,direct,1,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,acanth_corn_pv,acanthocephalan,complex,2,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,oceanobdella_pallida_all,leech,direct,1,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 2269_01,1932,48.54748 -122.9941,48.54748,-122.9941,sole,117,-1.146168265,metacercaria_sp_pv,trematode,complex,3,0,NA,9.011666667,1.789345347,-1.217040923,0.927592076,-0.635047827
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,nem_unkn_all_sole,nematode,complex,2,6,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,trem_sp1_pv,trematode,complex,3,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,trem_sp3_pv,trematode,complex,3,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,capillaria_parophrysi_all,nematode,complex,2,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,contracaecum_sp_all,nematode,complex,3,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,spirurid_sp1_pv,nematode,complex,2,3,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,cucullanus_annulatus_all,nematode,complex,2,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,clavinema_mariae_all,nematode,complex,2,2,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,cyst_os_pv,trematode,complex,3,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,cope_chalimis_pv,copepod,direct,1,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,acanth_corn_pv,acanthocephalan,complex,2,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,oceanobdella_pallida_all,leech,direct,1,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 5053_01,1938,47.70623 -122.3934,47.70623,-122.3934,sole,125,-0.955541005,metacercaria_sp_pv,trematode,complex,3,0,NA,9.760833333,1.971957364,-0.49769338,2.06142494,-0.481288115
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,nem_unkn_all_sole,nematode,complex,2,1,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,trem_sp1_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,trem_sp3_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,capillaria_parophrysi_all,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,contracaecum_sp_all,nematode,complex,3,1,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,spirurid_sp1_pv,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,cucullanus_annulatus_all,nematode,complex,2,3,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,clavinema_mariae_all,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,cyst_os_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,cope_chalimis_pv,copepod,direct,1,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,acanth_corn_pv,acanthocephalan,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,oceanobdella_pallida_all,leech,direct,1,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4491_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,129,-0.860227375,metacercaria_sp_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,nem_unkn_all_sole,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,trem_sp1_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,trem_sp3_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,capillaria_parophrysi_all,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,contracaecum_sp_all,nematode,complex,3,2,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,spirurid_sp1_pv,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,cucullanus_annulatus_all,nematode,complex,2,4,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,clavinema_mariae_all,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,cyst_os_pv,trematode,complex,3,1,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,cope_chalimis_pv,copepod,direct,1,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,acanth_corn_pv,acanthocephalan,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,oceanobdella_pallida_all,leech,direct,1,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4495_01,1939,47.70962 -122.4065,47.70962,-122.4065,sole,203,0.903074786,metacercaria_sp_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4579_01,1939,47.67337 -122.4112,47.67337,-122.4112,sole,125,-0.955541005,nem_unkn_all_sole,nematode,complex,2,1,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4579_01,1939,47.67337 -122.4112,47.67337,-122.4112,sole,125,-0.955541005,trem_sp1_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4579_01,1939,47.67337 -122.4112,47.67337,-122.4112,sole,125,-0.955541005,trem_sp3_pv,trematode,complex,3,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4579_01,1939,47.67337 -122.4112,47.67337,-122.4112,sole,125,-0.955541005,capillaria_parophrysi_all,nematode,complex,2,0,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
UW 4579_01,1939,47.67337 -122.4112,47.67337,-122.4112,sole,125,-0.955541005,contracaecum_sp_all,nematode,complex,3,1,NA,9.523636364,1.727469213,0.859273668,2.251023533,-0.520025743
